years_used,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
13,54000,0,0,0,0,20.0,1399,68.0,5.0,300000
13,82082,0,1,0,0,22.54,1396,88.73,5.0,415000
9,48000,0,0,0,1,16.0,2179,140.0,7.0,925000
9,20000,1,0,0,0,17.5,1373,91.1,7.0,750000
7,49000,0,0,1,0,22.0,1582,126.2,5.0,1150000
10,35000,1,0,0,2,19.44,1198,67.0,7.0,260000
8,67000,3,0,0,0,33.44,796,40.3,4.0,260000
14,80600,0,0,0,0,19.3,1248,73.9,5.0,347000
12,58609,1,0,0,1,21.1,814,55.2,5.0,195000
9,33003,1,0,0,0,15.7,1172,67.0,5.0,265000
9,43000,3,0,0,1,26.6,998,58.16,5.0,320000
9,16500,1,0,0,0,18.6,1197,81.83,5.0,590000
13,138000,0,0,0,1,12.8,2494,102.0,8.0,650000
12,165500,0,0,0,1,14.0,2523,75.0,9.0,509999
14,120000,0,0,0,1,19.3,1248,73.9,5.0,350000
7,30000,0,0,0,0,21.5,1497,108.5,5.0,749000
15,70000,0,0,0,1,19.09,1396,69.0,5.0,150000
22,170000,1,0,0,2,17.3,993,60.0,5.0,58000
14,120000,0,0,0,2,21.0,1461,64.1,5.0,200000
11,168000,0,0,0,1,22.3,1248,74.0,5.0,240000
8,60000,0,0,0,1,25.8,1498,98.6,5.0,515000
17,120000,1,0,0,1,19.7,796,46.3,5.0,145000
9,5800,1,0,0,1,20.51,998,67.04,5.0,450000
15,68700,1,0,0,2,19.0,998,66.1,5.0,179000
18,108000,1,0,0,2,13.9,1599,103.2,5.0,220000
5,40000,1,0,0,0,17.57,1193,88.7,5.0,500000
16,100000,0,0,0,1,17.8,1399,67.0,5.0,190000
10,40000,0,0,0,0,25.44,936,56.3,5.0,200000
7,90000,1,0,0,0,17.0,1497,121.36,5.0,850000
14,60000,1,0,0,1,16.47,1198,73.9,5.0,270000
9,17000,1,0,0,0,21.1,814,55.2,5.0,335000
7,5000,1,0,0,0,20.51,998,67.04,5.0,459999
8,60000,0,0,0,0,24.3,1248,88.5,5.0,710000
10,140000,0,0,0,1,26.59,1248,74.0,5.0,330000
7,25000,1,0,0,0,17.0,1198,108.5,5.0,750000
9,50000,1,0,0,1,16.2,995,62.1,5.0,160000
9,60000,0,0,0,1,25.44,936,56.3,5.0,215000
13,40000,1,0,0,1,25.4,624,38.0,4.0,60000
11,72000,1,0,0,0,19.1,1197,85.8,5.0,480000
13,195000,0,0,0,1,21.12,1248,88.8,5.0,140000
13,70000,1,0,0,0,21.1,814,55.2,5.0,200000
12,83000,0,0,0,0,23.08,1461,63.1,5.0,400000
13,100000,1,0,0,1,21.1,814,55.2,5.0,180000
10,25000,1,0,0,0,20.4,1197,81.8,5.0,550000
9,50000,0,0,0,0,25.2,1248,74.0,5.0,550000
13,67000,0,0,0,0,20.77,1248,88.76,7.0,550000
14,30000,1,0,0,0,19.0,998,67.1,5.0,270000
12,85000,0,0,0,0,23.08,1461,63.12,5.0,315000
7,25000,0,0,0,0,16.55,2498,105.0,6.0,875000
18,170000,0,0,0,0,12.8,2494,102.0,8.0,400000
11,110000,0,0,0,0,14.0,2523,75.0,8.0,540000
8,60000,3,0,0,0,26.6,998,58.16,5.0,350000
14,80000,0,0,0,1,22.32,1582,126.32,5.0,360000
11,31000,1,0,0,0,20.51,998,67.04,5.0,300000
11,100000,0,0,0,0,24.0,1120,70.0,5.0,350000
9,130000,0,0,0,0,17.45,1493,100.0,7.0,650000
9,20000,1,0,0,0,20.51,998,67.04,5.0,350000
8,60000,0,0,0,0,22.77,1498,98.59,5.0,700000
12,102996,0,0,0,1,23.4,1248,74.0,5.0,415000
6,5000,0,0,0,0,17.3,1497,121.0,7.0,1460000
8,35000,0,0,0,0,21.5,1497,108.5,5.0,830000
7,5000,1,0,0,1,20.63,1198,67.0,5.0,430000
8,60000,0,0,0,0,22.77,1498,98.59,5.0,850000
8,70000,1,0,0,0,20.85,1197,83.14,5.0,650000
17,120000,0,0,0,1,16.8,1493,110.0,5.0,120000
9,65100,0,0,0,1,18.49,1493,100.0,7.0,730000
6,20000,1,0,1,0,20.89,1197,81.8,5.0,525000
10,108000,0,0,0,0,21.19,1396,88.73,5.0,600000
6,15000,1,0,0,0,21.21,1197,81.8,5.0,500000
16,77000,1,0,0,0,17.92,1086,62.1,5.0,150000
10,18500,1,0,0,0,20.51,998,67.04,5.0,409999
9,120000,0,0,0,0,18.49,1493,100.0,7.0,625000
10,15200,1,0,0,0,25.17,799,53.3,5.0,290000
10,35000,1,0,0,0,17.3,1497,117.3,7.0,500000
14,80000,0,0,0,0,22.32,1582,126.32,5.0,475000
12,70000,1,0,0,0,21.1,814,55.2,5.0,190000
11,80000,0,0,0,1,15.1,2179,140.0,7.0,750000
11,120000,0,0,0,1,19.01,1461,108.5,5.0,525000
13,82000,0,0,0,2,17.3,1998,163.7,5.0,495000
10,60000,0,0,0,0,22.54,1396,88.73,5.0,550000
13,129000,0,0,0,2,15.1,2179,140.0,7.0,595000
10,67000,0,0,0,0,21.2,1248,75.0,5.0,550000
10,120000,0,0,0,0,13.0,2494,142.0,7.0,2000000
15,120000,0,0,0,3,13.93,2179,138.03,7.0,400000
10,96500,0,0,0,0,20.5,1248,91.72,5.0,500000
8,52412,1,1,0,0,18.9,998,67.1,5.0,340000
13,85472,0,1,0,0,12.05,2179,120.0,8.0,480000
12,87452,0,1,0,1,22.77,1498,98.59,5.0,480000
7,17000,0,0,0,0,23.0,1498,98.96,5.0,750000
17,66530,1,0,0,1,18.9,1061,67.0,5.0,100000
12,40000,1,0,0,0,18.5,1197,82.85,5.0,290000
10,96500,0,0,0,0,20.5,1248,91.72,5.0,425000
15,79000,1,0,0,0,16.8,1497,116.3,5.0,285000
9,50000,0,0,0,0,18.49,1493,100.0,7.0,625000
13,60000,0,0,0,1,20.3,1248,75.0,5.0,170000
7,35000,1,0,0,0,17.57,1193,88.7,5.0,459999
10,120000,0,0,0,0,20.5,1248,91.72,5.0,450000
6,10000,1,0,1,0,21.21,1197,81.8,5.0,650000
8,15000,1,0,0,0,17.19,1197,81.86,5.0,600000
12,70000,3,0,0,1,30.46,796,47.3,5.0,178000
9,5000,1,0,0,0,22.74,796,47.3,5.0,300000
16,40000,1,0,0,0,19.7,796,46.3,5.0,150000
6,10000,1,0,0,0,18.6,1197,81.86,5.0,590000
9,25000,1,0,0,0,21.1,814,55.2,5.0,310000
8,53000,1,0,0,0,17.57,1193,88.7,5.0,400000
11,110000,0,0,0,1,12.05,2179,120.0,9.0,520000
6,22000,1,0,0,0,17.0,1197,110.0,5.0,1000000
22,70000,1,0,0,3,18.9,998,67.1,5.0,65000
10,75000,0,0,0,1,25.8,1498,98.6,5.0,509999
13,70000,1,0,0,0,18.9,998,67.1,5.0,221000
11,64000,1,0,0,2,15.04,1598,103.2,5.0,390000
23,60000,1,0,0,0,11.96,1298,80.0,8.0,350000
16,40000,1,0,0,0,19.7,796,46.3,5.0,195000
15,110000,0,0,1,1,12.07,2967,241.4,7.0,1750000
12,60000,0,0,0,0,12.05,2179,120.0,8.0,600000
10,72000,0,0,0,0,22.54,1396,88.73,5.0,615000
12,70000,0,0,0,1,21.9,1396,88.76,5.0,350000
13,75000,0,0,0,0,25.44,936,57.6,5.0,140000
8,32331,0,0,0,1,22.54,1396,88.73,5.0,650000
9,70000,0,0,0,0,19.67,1582,126.2,5.0,1100000
15,80000,0,0,0,1,23.0,1396,90.0,5.0,285000
14,20000,1,0,0,1,18.0,995,62.0,5.0,190000
13,110000,1,0,0,0,16.95,1498,97.7,5.0,350000
11,40000,1,0,0,1,18.9,1197,82.0,5.0,400000
9,40000,1,0,1,0,10.75,2694,163.7,7.0,2100000
10,90000,1,0,0,1,18.6,1197,81.83,5.0,434999
11,50000,1,0,0,1,19.1,1197,85.8,5.0,450000
10,60000,1,0,0,0,18.6,1197,81.83,5.0,450000
8,30000,0,0,0,0,25.2,1248,74.0,5.0,580000
9,98000,0,0,0,0,19.67,1582,126.2,5.0,900000
9,50000,0,0,0,0,24.52,1248,88.5,7.0,750000
16,120000,0,0,0,2,19.09,1396,69.0,5.0,140000
8,30000,1,0,0,0,18.9,1197,81.86,5.0,525000
16,120000,0,0,0,2,19.09,1396,69.0,5.0,114999
9,40000,1,0,0,0,23.84,1199,84.0,5.0,399000
13,90000,0,0,0,1,19.0,1405,71.0,5.0,275000
14,80000,0,0,0,1,21.9,1396,90.0,5.0,340000
13,120000,2,0,0,0,21.1,814,55.2,5.0,222000
12,200000,0,0,1,0,11.18,2696,184.0,7.0,850000
18,110000,0,0,0,1,17.2,1396,53.5,5.0,70000
8,38000,1,0,0,1,23.84,1199,84.0,5.0,430000
8,35000,1,0,0,1,23.84,1199,84.0,5.0,430000
11,70000,1,0,0,0,20.51,998,67.04,5.0,320000
13,120000,0,0,0,1,21.8,1461,78.0,5.0,500000
13,110000,0,0,0,1,19.01,1461,108.45,5.0,500000
15,140000,0,0,0,0,18.4,1248,75.0,5.0,229999
16,155000,0,0,1,1,11.79,2179,120.0,8.0,600000
8,80000,0,0,0,1,23.08,1461,63.1,5.0,500000
15,120000,0,0,0,1,13.6,2523,63.0,7.0,315000
14,80000,1,0,0,0,18.9,998,67.1,5.0,265000
10,110000,0,0,0,1,25.83,1498,99.0,5.0,350000
13,230000,0,0,0,0,23.57,1396,70.0,5.0,200000
14,172000,0,0,0,1,17.88,1396,52.8,5.0,114999
11,25000,1,0,0,0,18.6,1197,81.83,5.0,425000
6,35000,0,0,0,0,23.0,1498,98.96,5.0,900000
11,126000,0,0,0,0,12.05,2179,120.0,7.0,550000
7,30000,0,0,0,0,25.5,1498,98.6,5.0,900000
14,97000,1,0,0,2,19.81,1086,68.05,5.0,165000
9,120000,0,0,1,0,19.08,1582,126.2,5.0,850000
9,120000,0,0,0,0,23.9,1582,126.32,5.0,850000
11,80000,0,0,0,1,16.55,2498,105.0,6.0,550000
14,60000,0,0,0,1,19.3,1248,73.9,5.0,500000
7,15000,1,0,0,0,21.21,1197,81.8,5.0,630000
14,60000,1,0,0,0,19.81,1086,68.05,5.0,160000
10,60000,0,0,0,0,25.1,1498,98.6,5.0,670000
11,90000,0,0,0,0,22.9,1248,74.0,5.0,430000
10,30000,1,0,0,0,19.1,1197,82.0,5.0,375000
9,35000,1,0,0,0,18.6,1197,81.83,5.0,650000
9,35000,0,0,0,0,26.59,1248,74.0,5.0,500000
9,35000,0,0,0,0,26.59,1248,74.0,5.0,500000
8,25000,0,0,0,0,16.0,2179,140.0,7.0,1350000
7,40000,0,0,0,0,21.66,1498,108.62,5.0,600000
8,25000,0,0,0,0,19.67,1582,126.2,5.0,1200000
12,56000,0,1,1,0,11.2,2993,241.0,4.0,3750000
7,41779,1,1,0,0,21.21,1197,81.8,5.0,795000
9,54000,1,1,0,0,18.7,1199,88.7,5.0,625000
9,31000,0,1,1,0,13.0,2143,204.0,5.0,2900000
8,37000,0,0,1,0,26.8,1248,74.0,5.0,625000
14,90000,0,0,1,1,18.1,1991,147.9,4.0,440000
7,13534,1,1,0,0,14.28,1798,138.03,5.0,1400000
8,7000,1,1,1,1,14.53,1794,138.1,5.0,1450000
8,23000,0,1,1,0,17.9,2143,136.0,5.0,2700000
8,23456,1,1,0,0,18.9,1197,82.0,5.0,550000
6,43000,0,1,1,0,11.36,2755,171.5,8.0,1925000
10,39000,0,1,0,0,16.0,2179,140.0,7.0,1225000
8,15000,1,0,0,0,17.5,1199,88.7,5.0,700000
12,40000,0,0,0,0,23.4,1248,74.0,5.0,530000
8,70000,0,1,0,0,28.09,1248,88.5,5.0,844999
9,99000,0,1,1,0,21.66,1498,103.52,5.0,650000
7,15000,1,1,0,0,22.0,1197,81.8,5.0,750000
7,28156,0,1,1,0,17.09,2993,261.4,4.0,6000000
10,30000,1,1,0,0,18.7,1199,88.7,5.0,610000
15,70000,1,0,0,0,18.6,1199,79.4,5.0,150000
11,40000,1,0,0,0,19.1,1197,85.8,5.0,475000
17,136500,0,0,0,3,12.7,2609,120.0,8.0,375000
9,70000,0,0,0,1,25.32,1198,77.0,6.0,425000
10,90000,0,0,0,1,25.1,1498,98.6,5.0,800000
29,32000,1,0,0,1,16.1,796,37.0,4.0,40000
7,8000,1,0,1,1,20.51,998,67.0,5.0,509999
10,170000,0,0,0,0,23.59,1364,67.04,5.0,387000
11,25000,1,0,0,0,22.74,796,47.3,5.0,235000
25,120000,0,0,0,3,12.2,1948,68.0,10.0,95000
15,110000,0,0,0,2,17.8,1248,75.0,5.0,340000
9,100000,0,0,0,0,16.0,2179,140.0,7.0,1000000
16,115000,0,0,0,1,13.8,1399,68.0,5.0,160000
17,120000,0,0,0,3,12.7,2609,120.0,8.0,365000
14,265000,0,0,0,1,20.86,1199,75.0,5.0,300000
17,90000,0,0,0,1,17.8,1248,75.0,5.0,260000
7,40000,1,0,1,0,18.2,1199,88.7,5.0,860000
17,55000,1,0,0,1,13.9,1599,103.2,5.0,114999
18,90000,1,0,0,1,19.7,796,46.3,5.0,100000
11,111000,0,0,0,0,20.34,1498,103.2,5.0,565000
12,120000,0,0,0,1,11.68,2498,112.0,7.0,450000
8,15000,1,0,0,0,21.4,1197,83.1,5.0,625000
9,30000,1,0,0,1,22.74,796,47.3,5.0,280000
8,50000,1,0,0,0,23.95,998,67.05,5.0,330000
10,40000,0,0,0,0,19.67,1582,126.2,5.0,1300000
17,50000,1,0,0,1,15.3,1396,70.0,5.0,65000
7,45000,1,0,0,1,23.84,1199,84.0,5.0,480000
9,35000,0,0,0,1,27.28,1047,69.0,5.0,400000
16,80000,0,0,0,0,13.93,2179,138.0,7.0,500000
13,120000,0,0,0,0,11.68,2498,112.0,7.0,320000
11,90000,0,0,0,1,15.1,2179,140.0,7.0,750000
8,100000,0,0,0,0,16.5,1493,70.0,7.0,620000
14,120000,0,0,0,2,19.3,1248,73.9,5.0,300000
7,15000,1,0,0,0,15.8,1591,121.3,5.0,1405000
8,15000,1,0,0,0,24.7,796,47.3,5.0,282000
8,15000,1,0,1,0,21.21,1197,81.8,5.0,700000
8,70000,0,0,0,0,25.83,1498,99.0,5.0,700000
10,135000,0,0,0,0,22.77,1498,98.59,5.0,600000
13,80000,0,0,0,1,20.5,1598,103.5,5.0,290000
14,80000,0,0,1,1,18.1,1991,147.9,4.0,430000
8,19000,1,0,0,0,18.6,1197,81.83,5.0,575000
8,42000,1,0,0,0,15.29,1591,121.3,5.0,875000
15,77000,1,0,0,0,18.9,998,67.1,5.0,180000
13,120000,0,0,0,0,23.2,1248,73.94,5.0,229999
6,10000,1,0,1,0,19.56,1197,81.8,5.0,800000
16,110000,1,0,0,2,16.5,995,63.0,5.0,60000
16,110000,1,0,0,0,15.0,1586,104.68,5.0,150000
18,90000,0,0,0,2,23.57,1396,70.0,5.0,100000
10,90000,1,0,0,0,15.29,1591,121.3,5.0,900000
7,50000,0,0,0,0,22.54,1396,88.73,5.0,850000
11,50000,0,0,0,0,25.44,936,56.3,5.0,220000
11,40000,1,0,0,1,22.74,796,47.3,5.0,250000
13,120000,0,0,0,0,22.3,1248,74.0,5.0,125000
7,27000,1,0,0,0,15.8,1591,121.3,5.0,1200000
12,100000,0,0,0,0,23.57,1396,70.0,5.0,250000
11,70000,0,0,0,1,22.54,1396,88.73,5.0,440000
8,40000,1,0,0,0,23.84,1199,84.0,5.0,400000
23,62000,1,0,0,0,16.1,796,37.0,4.0,50000
7,10000,1,0,0,0,17.0,1591,121.3,5.0,1000000
11,160000,0,0,0,0,25.1,1498,98.6,5.0,600000
15,60000,1,0,0,0,17.0,1197,80.0,5.0,250000
16,110000,0,0,0,0,13.6,2523,63.0,7.0,310000
20,60000,1,0,0,3,18.9,998,67.1,5.0,120000
11,78000,0,0,0,0,11.68,2498,112.0,7.0,390000
6,30000,1,0,0,0,20.3,1086,68.0,5.0,458000
7,20000,0,0,0,0,23.0,1498,98.96,5.0,950000
8,21000,1,0,0,0,22.0,1197,81.8,5.0,650000
12,70000,0,0,0,0,22.9,1248,74.0,5.0,400000
10,70000,1,0,1,1,18.9,1197,82.0,5.0,400000
19,42500,1,0,0,0,19.7,796,46.3,5.0,100000
13,25000,1,0,0,0,20.36,1197,78.9,5.0,350000
12,80000,0,0,0,1,13.7,2197,138.1,7.0,450000
19,90000,0,0,0,0,12.7,2609,116.6,8.0,350000
15,80000,0,0,0,3,22.07,1199,73.9,5.0,250000
12,146000,0,0,0,1,15.96,2523,62.1,7.0,450000
12,47200,1,0,0,2,16.1,796,37.0,4.0,157000
7,60000,0,0,0,0,15.1,2179,152.87,7.0,1500000
7,60000,0,0,0,0,15.1,2179,152.87,7.0,1500000
18,100000,1,0,0,1,15.3,1193,65.3,5.0,75000
15,100000,0,0,0,1,14.8,2499,80.0,10.0,280000
10,35000,1,0,0,0,18.6,1197,81.83,5.0,600000
13,120000,0,0,0,3,15.3,2956,83.8,7.0,250999
15,80000,1,0,0,1,12.5,1794,132.0,5.0,350000
9,34000,1,0,0,0,23.01,999,67.0,5.0,300000
8,50000,0,0,0,0,19.87,1461,83.8,5.0,819999
15,100000,0,0,0,1,19.61,1405,70.0,5.0,409999
17,52000,1,0,0,1,13.9,1599,103.2,5.0,275000
12,110000,0,0,0,0,20.77,1248,88.76,7.0,497000
10,70000,1,0,0,0,18.6,1197,81.83,5.0,500000
19,120000,0,0,0,1,14.0,2523,83.0,7.0,170000
9,68609,0,1,0,0,22.7,1498,89.84,5.0,515000
7,33360,0,1,0,0,22.77,1498,98.59,5.0,925000
6,5000,0,0,0,0,17.3,1497,121.0,7.0,1460000
8,35000,0,0,0,0,21.5,1497,108.5,5.0,830000
6,30000,0,0,0,0,23.0,1498,98.96,5.0,975000
7,15000,1,0,0,0,20.4,1194,94.93,5.0,620000
6,14317,1,1,0,0,14.23,1498,104.55,5.0,860000
7,5000,1,0,0,1,20.63,1198,67.0,5.0,430000
6,5000,1,0,1,0,18.0,1497,117.6,5.0,1227000
8,28000,1,0,0,0,17.8,1497,117.3,5.0,860000
7,40000,0,0,0,0,23.0,1498,98.96,5.0,950000
13,87237,0,1,0,1,20.0,1399,68.05,5.0,225000
14,99500,0,0,0,2,11.5,1991,147.9,7.0,500000
8,62960,0,1,0,0,25.83,1498,99.0,5.0,500000
11,110000,0,0,0,0,20.77,1248,88.76,7.0,545000
14,72000,0,0,0,0,22.9,1248,74.0,5.0,400000
7,50000,0,0,0,0,28.4,1248,74.02,5.0,650000
17,55000,1,0,0,1,13.9,1599,103.2,5.0,114999
10,60000,0,0,0,0,27.39,1248,74.0,5.0,562000
23,120000,0,0,0,0,14.07,2956,83.1,7.0,96000
8,9000,0,1,1,0,13.6,1999,177.0,5.0,2711000
8,45000,0,1,1,0,19.33,1999,177.0,5.0,3200000
10,110000,0,0,0,0,14.1,2179,147.94,7.0,503000
6,20000,0,0,1,0,18.0,1969,190.0,5.0,3800000
9,68089,1,2,1,0,19.16,2494,157.7,5.0,2000000
12,58343,1,2,0,0,21.79,998,67.05,5.0,225000
7,38817,0,1,0,0,27.39,1248,74.0,5.0,740000
9,56494,1,2,0,0,18.2,1199,88.7,5.0,550000
12,79328,0,2,0,1,12.99,2494,100.6,7.0,750000
6,5621,1,2,1,0,22.0,1197,81.8,5.0,650000
8,25538,1,2,0,0,16.78,1496,88.73,5.0,625000
7,69779,1,1,1,0,22.0,1197,81.8,5.0,600000
8,56290,0,1,0,0,24.0,1186,73.97,5.0,450000
6,7500,0,1,1,0,16.78,1995,190.0,5.0,5400000
6,8500,0,1,1,0,16.78,1995,190.0,5.0,5500000
6,7032,1,2,1,0,19.0,1199,88.76,5.0,779000
9,11000,1,1,1,0,14.3,1598,103.5,5.0,645000
7,2000,0,1,1,0,16.8,1984,150.0,5.0,2475000
8,9000,0,1,1,0,13.6,1999,177.0,5.0,2711000
8,45000,0,1,1,0,19.33,1999,177.0,5.0,3200000
10,110000,0,0,0,0,14.1,2179,147.94,7.0,503000
6,20000,0,0,1,0,18.0,1969,190.0,5.0,3800000
9,68089,1,2,1,0,19.16,2494,157.7,5.0,2000000
12,58343,1,2,0,0,21.79,998,67.05,5.0,225000
7,38817,0,1,0,0,27.39,1248,74.0,5.0,740000
9,56494,1,2,0,0,18.2,1199,88.7,5.0,550000
12,79328,0,2,0,1,12.99,2494,100.6,7.0,750000
6,5621,1,2,1,0,22.0,1197,81.8,5.0,650000
8,25538,1,2,0,0,16.78,1496,88.73,5.0,625000
7,69779,1,1,1,0,22.0,1197,81.8,5.0,600000
8,56290,0,1,0,0,24.0,1186,73.97,5.0,450000
6,7500,0,1,1,0,16.78,1995,190.0,5.0,5400000
6,8500,0,1,1,0,16.78,1995,190.0,5.0,5500000
6,7032,1,2,1,0,19.0,1199,88.76,5.0,779000
9,11000,1,1,1,0,14.3,1598,103.5,5.0,645000
7,2000,0,1,1,0,16.8,1984,150.0,5.0,2475000
8,9000,0,1,1,0,13.6,1999,177.0,5.0,2711000
8,45000,0,1,1,0,19.33,1999,177.0,5.0,3200000
10,110000,0,0,0,0,14.1,2179,147.94,7.0,503000
6,20000,0,0,1,0,18.0,1969,190.0,5.0,3800000
9,68089,1,2,1,0,19.16,2494,157.7,5.0,2000000
12,58343,1,2,0,0,21.79,998,67.05,5.0,225000
7,38817,0,1,0,0,27.39,1248,74.0,5.0,740000
9,56494,1,2,0,0,18.2,1199,88.7,5.0,550000
12,79328,0,2,0,1,12.99,2494,100.6,7.0,750000
6,5621,1,2,1,0,22.0,1197,81.8,5.0,650000
8,25538,1,2,0,0,16.78,1496,88.73,5.0,625000
7,69779,1,1,1,0,22.0,1197,81.8,5.0,600000
8,56290,0,1,0,0,24.0,1186,73.97,5.0,450000
6,7500,0,1,1,0,16.78,1995,190.0,5.0,5400000
6,8500,0,1,1,0,16.78,1995,190.0,5.0,5500000
6,7032,1,2,1,0,19.0,1199,88.76,5.0,779000
9,11000,1,1,1,0,14.3,1598,103.5,5.0,645000
7,2000,0,1,1,0,16.8,1984,150.0,5.0,2475000
10,80000,0,0,0,0,25.01,1498,89.75,5.0,590000
9,120000,0,0,0,1,24.4,1120,71.0,5.0,350000
8,30000,1,0,0,0,20.89,1197,81.8,5.0,484999
10,110000,0,0,0,1,19.1,1405,70.0,5.0,240000
17,219000,0,0,0,1,12.8,2494,102.0,8.0,500000
8,80000,1,0,0,0,24.7,796,47.3,5.0,300000
9,80000,0,0,0,0,28.09,1248,88.5,5.0,750000
9,35000,1,0,0,1,20.85,1197,83.14,5.0,574000
12,167000,0,0,0,0,22.3,1248,88.8,5.0,200000
9,94000,0,0,0,0,19.67,1582,126.2,5.0,1100000
13,80000,1,0,0,0,17.92,1086,62.1,5.0,350000
27,100000,1,0,0,1,16.1,796,37.0,4.0,70000
20,90000,1,0,0,1,13.8,1299,70.0,5.0,120000
13,246000,0,0,0,1,12.99,2494,100.0,7.0,700000
6,10000,1,0,0,0,21.4,1197,83.1,5.0,500000
9,90000,0,0,0,0,19.09,1405,69.01,5.0,370000
6,5200,1,0,0,0,20.3,1199,83.81,5.0,600000
19,120000,1,0,0,1,17.3,993,60.0,5.0,100000
12,90000,0,0,0,1,22.9,1248,74.0,5.0,409999
9,50000,1,0,1,0,18.0,1497,117.3,5.0,750000
8,5000,1,0,0,0,18.9,1197,81.86,5.0,600000
7,10500,1,0,0,0,18.15,1198,82.0,6.0,550000
7,26000,0,0,0,0,19.6,1461,108.45,5.0,950000
11,139000,0,0,1,0,11.79,2179,120.0,8.0,645000
11,60000,0,0,0,1,15.1,2179,140.0,7.0,750000
19,40000,1,0,0,0,11.7,1796,178.0,5.0,650000
10,25000,1,0,0,0,15.85,1499,110.4,5.0,800000
15,60000,1,0,0,1,14.53,1798,138.0,5.0,350000
10,25000,1,0,0,0,15.85,1499,110.4,5.0,700000
14,15000,1,0,0,0,17.5,1298,85.8,5.0,335000
13,110000,0,0,0,0,19.3,1248,73.9,5.0,270000
15,100000,0,0,0,1,19.3,1248,73.9,5.0,320000
18,120000,1,0,0,0,17.8,1086,63.0,5.0,120000
15,55000,1,0,1,1,12.3,1781,163.2,5.0,730000
18,120000,1,0,0,2,15.0,1586,104.68,5.0,125000
18,35000,1,0,0,0,18.2,1061,64.0,5.0,150000
7,13000,1,0,0,0,24.7,796,47.3,5.0,310000
10,50000,0,0,0,0,26.59,1248,74.0,5.0,625000
13,40000,1,0,0,0,20.36,1197,78.9,5.0,267000
9,25000,1,0,0,0,17.19,1197,81.86,5.0,600000
14,110000,1,0,0,1,15.37,1196,73.0,7.0,180000
6,5000,1,0,0,0,23.87,1197,88.5,5.0,700000
12,50000,1,0,0,1,16.1,796,37.0,4.0,121000
11,80000,1,0,0,2,18.9,1197,82.0,5.0,350000
13,225000,0,0,0,1,12.99,2494,100.0,8.0,869999
8,9000,0,1,1,0,13.6,1999,177.0,5.0,2711000
8,45000,0,1,1,0,19.33,1999,177.0,5.0,3200000
10,110000,0,0,0,0,14.1,2179,147.94,7.0,503000
6,20000,0,0,1,0,18.0,1969,190.0,5.0,3800000
9,68089,1,2,1,0,19.16,2494,157.7,5.0,2000000
12,58343,1,2,0,0,21.79,998,67.05,5.0,225000
7,38817,0,1,0,0,27.39,1248,74.0,5.0,740000
9,56494,1,2,0,0,18.2,1199,88.7,5.0,550000
12,79328,0,2,0,1,12.99,2494,100.6,7.0,750000
6,5621,1,2,1,0,22.0,1197,81.8,5.0,650000
8,25538,1,2,0,0,16.78,1496,88.73,5.0,625000
7,69779,1,1,1,0,22.0,1197,81.8,5.0,600000
8,56290,0,1,0,0,24.0,1186,73.97,5.0,450000
6,7500,0,1,1,0,16.78,1995,190.0,5.0,5400000
6,8500,0,1,1,0,16.78,1995,190.0,5.0,5500000
6,7032,1,2,1,0,19.0,1199,88.76,5.0,779000
9,11000,1,1,1,0,14.3,1598,103.5,5.0,645000
7,2000,0,1,1,0,16.8,1984,150.0,5.0,2475000
17,100000,1,0,0,2,17.3,1061,64.0,5.0,80000
17,93331,1,0,0,1,19.81,1086,68.05,5.0,120000
13,120000,0,0,0,1,13.5,2179,115.0,5.0,370000
10,70000,0,0,0,0,19.01,1461,108.5,5.0,750000
10,100000,0,0,0,0,15.96,2523,63.0,9.0,484999
19,90000,0,0,0,1,13.1,1493,82.0,5.0,120000
8,28000,1,0,0,0,17.8,1497,117.3,5.0,860000
7,50000,0,0,0,0,28.4,1248,74.02,5.0,650000
11,90000,0,0,0,0,20.77,1248,88.8,7.0,650000
9,40000,0,0,0,0,24.8,1396,88.7,5.0,710000
8,113000,0,0,0,0,25.83,1498,99.0,5.0,430000
14,188000,0,0,0,1,17.8,1248,75.0,5.0,305000
14,100000,0,0,0,0,20.0,1399,68.0,5.0,220000
15,225000,0,0,0,2,14.0,1948,90.0,9.0,150000
8,67000,0,0,0,1,18.49,1493,100.0,7.0,660000
14,70000,0,0,0,3,25.44,936,57.6,5.0,140000
10,50000,1,0,0,0,14.28,1798,138.03,5.0,1100000
12,60000,0,0,1,0,16.36,2179,187.7,5.0,2450000
8,34000,0,0,1,0,22.0,1498,108.495,5.0,625000
21,110000,1,0,0,2,12.8,1493,100.0,5.0,198000
20,140000,1,0,0,1,18.9,998,67.1,5.0,130000
13,100000,1,0,0,1,16.8,1497,116.3,5.0,540000
8,10000,1,0,1,0,18.9,1197,81.86,5.0,550000
7,30000,1,0,0,0,21.63,998,67.04,5.0,475000
9,90000,0,0,1,0,15.04,2755,174.5,7.0,3100000
15,120000,0,0,0,0,21.1,1248,73.9,5.0,217000
6,6500,1,0,1,0,21.21,1197,81.8,5.0,750000
15,80000,1,0,0,0,11.96,1298,80.0,8.0,350000
17,100000,0,0,0,2,12.05,2179,120.0,7.0,400000
10,120000,0,0,0,1,23.59,1364,67.05,5.0,570000
13,120000,1,0,0,1,21.1,814,55.2,5.0,180000
